DwellingData_id,MPRN,Dwelling Address,Dwelling AddressLine1,Dwelling AddressLine2,Dwelling AddressLine3,Dwelling AddressLine4,Dwelling AddressLine5,Dwelling County,Dwelling PostCode,MPRN Address,MPRN unit no,MPRN house no,MPRN street,MPRN address1,MPRN address2,MPRN address4,MPRN address5,MPRN city,MPRN county,MPRN county name,Status,Percent_Match,BUILDING_ID,ADDRESS_REFERENCE,EIRCODE,SMALL_AREA_REF,Geo_Address,LATITUDE,LONGITUDE
583566.0,10301275263.0,APT 402 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 402 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 402 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 402,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583571.0,10301275049.0,APT 102 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 102 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 102 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 102,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583574.0,10301275126.0,APT 202 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 202 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 202 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 202,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583614.0,10301275289.0,APT 404 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 404 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 404 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 404,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583578.0,10301275199.0,APT 302 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 302 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 302 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 302,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583599.0,10301275202.0,APT 303 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 303 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 303 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 303,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583595.0,10301275138.0,APT 203 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 203 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 203 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 203,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583616.0,10301275210.0,APT 304 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 304 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 304 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 304,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583624.0,10301275068.0,APT 104 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 104 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 104 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 104,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583592.0,10301275056.0,APT 103 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 103 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 103 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 103,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583620.0,10301275141.0,APT 204 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 204 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 204 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 204,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
583604.0,10301275277.0,APT 403 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 ,APARTMENT 403 27 30 BUCKINGHAM STREET LOWER,RAILWAY STREET,,,,7.0,,APT 403 2730 BUCKINGHAM STREET LOWER RAILWAY STREET DUBLIN 1 DB,APARTMENT 403,27 30,BUCKINGHAM STREET LOWER,,,RAILWAY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
579014.0,10001420819.0,3A PARNELL PLACE PARNELL ST DUBLIN 1 ,3A PARNELL PLACE,PARNELL STREET,,,,7.0,,3A PARNELL PLACE PARNELL ST DUBLIN 1 DB,,3A,PARNELL PLACE,,,PARNELL STREET,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268138013,,,
550812.0,10001410785.0,1A BELLA PLACE BUCKINGHAM ST DUBLIN 1 ,1A BELLA PLACE,BUCKINGHAM STREET,,,,7.0,,1A BELLA PLACE BUCKINGHAM ST DUBLIN 1 DB,,1A,BELLA PLACE,,,BUCKINGHAM STREET,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268104010,,,
550877.0,10303293859.0,2A BELLA PLACE BUCKINGHAM STREET DUBLIN 1 ,2A BELLA PLACE,BUCKINGHAM STREET,,,,7.0,,2A BELLA PLACE BUCKINGHAM STREET DUBLIN 1 DB,,2A,BELLA PLACE,,,BUCKINGHAM STREET,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268104010,,,
546495.0,10001400860.0,SYNGE 101 GRESHAM HOUSE CATHAL BRUGHA STREET DUBLIN 1 ,SYNGE,101 GRESHAM HOUSE,CATHAL BRUGHA STREET,,,7.0,,101 GRESHAM HOUSE SYNGE CATHAL BRUGHA STREET DUBLIN 1 DB,,101,GRESHAM HOUSE,SYNGE,,CATHAL BRUGHA STREET,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268138016,,,
546996.0,10001429091.0,THIRD FLOOR REAR FLAT UNIT 6 12 MOUNTJOY SQUARE DUBLIN 1 ,THIRD FLOOR REAR FLAT,UNIT 6 12 MOUNTJOY SQUARE,,,,7.0,,UNIT 6 12 MOUNTJOY SQUARE THIRD FLOOR REAR FLAT DUBLIN 1 DB,UNIT 6,12,MOUNTJOY SQUARE,THIRD FLOOR REAR FLAT,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
559051.0,10001408912.0,APT 1 13 BUCKINGHAM STREET DUBLIN 1 ,APARTMENT 1,13 BUCKINGHAM STREET,,,,7.0,,13 BUCKINGHAM STREET APT 1 DUBLIN 1 DB,,13,BUCKINGHAM STREET,APARTMENT 1,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268104002,,,
553338.0,10000525570.0,28 LOWER SHERRARD STREET NORTH CIRCULAR ROAD DUBLIN 1 ,28 LOWER SHERRARD STREET,NORTH CIRCULAR ROAD,,,,7.0,,28 SHERRARD STREET LOWER DUBLIN 1 DB,,28,SHERRARD STREET LOWER,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
573602.0,10001341740.0,43 THE COURT 47 50 BOLTON STREET DUBLIN 1 ,43 THE COURT,47 50 BOLTON STREET,,,,7.0,,47 50 BOLTON STREET 43 THE COURT DUBLIN 1 DB,,47 50,BOLTON STREET,43 THE COURT,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
574265.0,10001429562.0,APT 58 55 MOUNTJOY SQUARE DUBLIN 1 ,APARTMENT 58 55 MOUNTJOY SQUARE,,,,,7.0,,APT 58 55 MOUNTJOY SQUARE DUBLIN 1 DB,APARTMENT 58,55,MOUNTJOY SQUARE,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268138006,,,
554362.0,10018443168.0,APT 5 3132 CUMBERLAND STREET NORTH DUBLIN 1 ,APARTMENT 5 31 32 CUMBERLAND STREET NORTH,,,,,7.0,,APT 5 3132 CUMBERLAND STREET NORTH DUBLIN 1 DB,APARTMENT 5,31 32,CUMBERLAND STREET NORTH,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
546134.0,10001429072.0,SECOND FLOOR FLAT 4 12 MOUNTJOY SQUARE DUBLIN 1 ,SECOND FLOOR,FLAT 4 12 MOUNTJOY SQUARE,,,,7.0,,FLAT 4 12 MOUNTJOY SQUARE SECOND FLOOR DUBLIN 1 DB,FLAT 4,12,MOUNTJOY SQUARE,SECOND FLOOR,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
546144.0,10001429068.0,SECOND FLOOR FRONT FLAT UNIT 3 12 MOUNTJOY SQUARE DUBLIN 1 ,SECOND FLOOR FRONT FLAT,UNIT 3 12 MOUNTJOY SQUARE,,,,7.0,,UNIT 3 12 MOUNTJOY SQUARE SECOND FLOOR FRONT FLAT DUBLIN 1 DB,UNIT 3,12,MOUNTJOY SQUARE,SECOND FLOOR FRONT FLAT,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
546544.0,10001429030.0,BASEMENT REAR FLAT UNIT 2 12 MOUNTJOY SQUARE DUBLIN 1 ,BASEMENT REAR FLAT,UNIT 2 12 MOUNTJOY SQUARE,,,,7.0,,UNIT 2 12 MOUNTJOY SQUARE BASEMENT REAR FLAT DUBLIN 1 DB,UNIT 2,12,MOUNTJOY SQUARE,BASEMENT REAR FLAT,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
541250.0,10001395433.0,APARTMENT 2 46 TALBOT ST DUBLIN 1 ,APARTMENT 2,46 TALBOT STREET,,,,7.0,,APT 2 46 TALBOT STREET DUBLIN 1 DB,APARTMENT 2,46,TALBOT STREET,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268104003,,,
541254.0,10001395446.0,APARTMENT 1 46 TALBOT ST DUBLIN 1 ,APARTMENT 1,46 TALBOT STREET,,,,7.0,,46 TALBOT STREET FIRST FLOOR DUBLIN 1 DB,,46,TALBOT STREET,FIRST FLOOR,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268104003,,,
538295.0,10001346310.0,7A STRAND STREET GREAT DUBLIN 1 ,7A STRAND STREET GREAT,,,,,7.0,,7A STRAND STREET GREAT DUBLIN 1 DB,,7A,STRAND STREET GREAT,,,,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268106008,,,
557218.0,10001466982.0,BASEMENT FRONT FLAT APT 1 12 MOUNTJOY SQUARE DUBLIN 1 ,BASEMENT FRONT FLAT,APARTMENT 1 12 MOUNTJOY SQUARE,,,,7.0,,APT 1 12 MOUNTJOY SQUARE BASEMENT FRONT FLAT DUBLIN 1 DB,APARTMENT 1,12,MOUNTJOY SQUARE,BASEMENT FRONT FLAT,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
547004.0,10001429084.0,THIRD FLOOR FRONT FLAT UNIT 5 12 MOUNTJOY SQUARE DUBLIN 1 ,THIRD FLOOR FRONT FLAT,UNIT 5 12 MOUNTJOY SQUARE,,,,7.0,,UNIT 5 12 MOUNTJOY SQUARE THIRD FLOOR FRONT FLAT DUBLIN 1 DB,UNIT 5,12,MOUNTJOY SQUARE,THIRD FLOOR FRONT FLAT,,,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
550863.0,10018309796.0,NO 12 24 ORMOND QUAY LOWER DUBLIN 1 ,12,24 ORMOND QUAY LOWER,,,,7.0,,APT 12 24 ORMOND QUAY LOWER DUBLIN 1 DB,12,24,ORMOND QUAY LOWER,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
552713.0,10001397019.0,402 IRISH LIFE CENTRE DUBLIN 1 ,402 IRISH LIFE CENTRE,,,,,7.0,,402 IRISH LIFE CENTRE LOWER ABBEY ST DUBLIN 1 DB,,402,IRISH LIFE CENTRE,,,LOWER ABBEY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
541582.0,10301393935.0,4 KIRPATRICK HOUSE SPENSER DOCK DUBLIN 1 ,4,KIRPATRICK HOUSE,SPENSER DOCK,,,7.0,,APT 4 SPENCER DOCK KIRKPATRICK HOUSE NORTH WALL DUBLIN 1 DB,APARTMENT 4,,SPENCER DOCK,,KIRKPATRICK HOUSE,NORTH WALL,,DUBLIN 1,DUBLIN,,,,,,,,,,
568053.0,10305176848.0,49 BAILEYS COURT BAILEYS ROW DUBLIN 1 ,49 BAILEYS COURT,BAILEYS ROW,,,,7.0,,APT 49 BAILEYS COURT BLOCK B BAILEYS ROW DUBLIN 1 DB,APARTMENT 49,,BAILEYS COURT,,BLOCK B,BAILEYS ROW,,DUBLIN 1,DUBLIN,,,,,,,,,,
568054.0,10305176873.0,52 BAILEYS COURT BAILEYS ROW DUBLIN 1 ,52 BAILEYS COURT,BAILEYS ROW,,,,7.0,,APT 52 BAILEYS COURT BLOCK B BAILEYS ROW DUBLIN 1 DB,APARTMENT 52,,BAILEYS COURT,,BLOCK B,BAILEYS ROW,,DUBLIN 1,DUBLIN,,,,,,,,,,
568061.0,10305177061.0,71 BAILEYS COURT BAILEYS ROW DUBLIN 1 ,71 BAILEYS COURT,BAILEYS ROW,,,,7.0,,APT 71 BAILEYS COURT BLOCK B BAILEYS ROW DUBLIN 1 DB,APARTMENT 71,,BAILEYS COURT,,BLOCK B,BAILEYS ROW,,DUBLIN 1,DUBLIN,,,,,,,,,,
568058.0,10305176938.0,58 BAILEYS COURT BAILEYS ROW DUBLIN 1 ,58 BAILEYS COURT,BAILEYS ROW,,,,7.0,,APT 58 BAILEYS COURT BLOCK B BAILEYS ROW DUBLIN 1 DB,APARTMENT 58,,BAILEYS COURT,,BLOCK B,BAILEYS ROW,,DUBLIN 1,DUBLIN,,,,,,,,,,
580886.0,10001376594.0,APARTMENT B 119 DORSET STREET DUBLIN 1 ,APARTMENT B,119 DORSET STREET,,,,7.0,,APT B 119 DORSET STREET UPPER DUBLIN 1 DB,APARTMENT B,119,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
580877.0,10001376570.0,APARTMENT A 119 DORSET STREET DUBLIN 1 ,APARTMENT A,119 DORSET STREET,,,,7.0,,APT A 119 DORSET STREET UPPER DUBLIN 1 DB,APARTMENT A,119,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
560535.0,10302988201.0,APT 8 96 DORSET STREET UPPER DUBLIN 1 ,APARTMENT 8 96 DORSET STREET UPPER,,,,,7.0,,APT 8 96 DORSET STREET UPPER DUBLIN 1 DB,APARTMENT 8,96,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
568106.0,10305176855.0,50 BAILEYS COURT BAILEYS ROW DUBLIN 1 ,50 BAILEYS COURT,BAILEYS ROW,,,,7.0,,APT 50 BAILEYS COURT BLOCK B BAILEYS ROW DUBLIN 1 DB,APARTMENT 50,,BAILEYS COURT,,BLOCK B,BAILEYS ROW,,DUBLIN 1,DUBLIN,,,,,,,,,,
583739.0,10001362212.0,20 DOMINICK COURT UPPER DOMINICK ST DUBLIN 1 ,20 DOMINICK COURT,UPPER DOMINICK STREET,,,,7.0,,20 DOMINICK COURT UPPER DOMINICK ST DUBLIN 1 DB,,20,DOMINICK COURT,,,UPPER DOMINICK STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
584465.0,10301170044.0,FIRST FLOOR HALL APT 67 IVY EXCHANGE PARNELL STREET DUBLIN 1 ,FIRST FLOOR HALL,APARTMENT 67 IVY EXCHANGE,PARNELL STREET,,,7.0,,APT 67 IVY EXCHANGE FIRST FLOOR HALL PARNELL STREET DUBLIN 1 DB,APARTMENT 67,,IVY EXCHANGE,FIRST FLOOR HALL,,PARNELL STREET,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
578189.0,10302279697.0,APT 1 178 PARNELL STREET DUBLIN 1 ,APARTMENT 1 178 PARNELL STREET,,,,,7.0,,APT 1 178 PARNELL STREET DUBLIN 1 DB,APARTMENT 1,178,PARNELL STREET,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268139001/268139013,,,
578191.0,10302279808.0,APT 2 178 PARNELL STREET DUBLIN 1 ,APARTMENT 2 178 PARNELL STREET,,,,,7.0,,APT 2 178 PARNELL STREET DUBLIN 1 DB,APARTMENT 2,178,PARNELL STREET,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268139001/268139013,,,
573632.0,10001425198.0,GROUND FLOOR 9 KILLARNEY STREET DUBLIN 1 ,GROUND FLOOR,9 KILLARNEY STREET,,,,7.0,,9 KILLARNEY STREET GROUND FLOOR DUBLIN 1 DB,,9,KILLARNEY STREET,GROUND FLOOR,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
567815.0,10305594528.0,APT 1 32 CAPEL STREET DUBLIN 1 ,APARTMENT 1,32 CAPEL STREET,,,,7.0,,32 CAPEL STREET APT 1 DUBLIN 1 DB,,32,CAPEL STREET,,APARTMENT 1,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268106007,,,
566276.0,10001326548.0,APT 10 25 WOLFE TONE STREET DUBLIN 1 ,APARTMENT 10,25 WOLFE TONE STREET,,,,7.0,,APT 10 25 WOLFE TONE STREET DUBLIN 1 DB,APARTMENT 10,25,WOLFE TONE STREET,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268106004,,,
584751.0,10018443123.0,APT 17 3132 CUMBERLAND STREET NORTH DUBLIN 1 ,APARTMENT 17 31 32 CUMBERLAND STREET NORTH,,,,,7.0,,APT 17 3132 CUMBERLAND STREET NORTH DUBLIN 1 DB,APARTMENT 17,31 32,CUMBERLAND STREET NORTH,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
584844.0,10018443205.0,APT 9 31 CUMBERLAND STREET DUBLIN 1 ,APARTMENT 9 31 CUMBERLAND STREET,,,,,7.0,,APT 9 31 CUMBERLAND STREET DUBLIN 1 DB,APARTMENT 9,31,CUMBERLAND STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
587174.0,10301170010.0,FIRST FLOOR HALL APT 64 IVY EXCHANGE PARNELL STREET DUBLIN 1 ,FIRST FLOOR HALL,APARTMENT 64 IVY EXCHANGE,PARNELL STREET,,,7.0,,APT 64 IVY EXCHANGE FIRST FLOOR HALL PARNELL STREET DUBLIN 1 DB,APARTMENT 64,,IVY EXCHANGE,FIRST FLOOR HALL,,PARNELL STREET,,DUBLIN 1,DUBLIN,,CANT FIND,,,,,,,,
592657.0,10001397616.0,514 IRISH LIFE CENTRE LOWER ABBEY STREET DUBLIN 1 ,514 IRISH LIFE CENTRE,LOWER ABBEY STREET,,,,7.0,,514 IRISH LIFE CENTRE LOWER ABBEY ST DUBLIN 1 DB,,514,IRISH LIFE CENTRE,,,LOWER ABBEY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
588580.0,10001397705.0,517 IRISH LIFE CENTRE LOWER ABBEY STREET DUBLIN 1 ,517 IRISH LIFE CENTRE,LOWER ABBEY STREET,,,,7.0,,517 IRISH LIFE CENTRE LOWER ABBEY STREET DUBLIN 1 DB,,517,IRISH LIFE CENTRE,,,LOWER ABBEY STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
568627.0,10001376517.0,FLAT 5 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 5,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
568629.0,10001376517.0,FLAT 6 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 6,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
568636.0,10001376517.0,FLAT 4 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 4,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
568619.0,10001376517.0,FLAT 2 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 2,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
568624.0,10001376517.0,FLAT 3 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 3,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
568606.0,10001376517.0,FLAT 1 52 DOREST UPPER STREET DUBLIN 1 ,FLAT 1,52 DOREST UPPER STREET,,,,7.0,,52 DORSET STREET UPPER DUBLIN 1 DB,,52,DORSET STREET UPPER,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
604826.0,10001351416.0,2ND FLOOR APT 2 99 DORSET STREET UPPER DUBLIN 1 ,2ND FLOOR APARTMENT 2,99 DORSET STREET UPPER,,,,7.0,,99 DORSET STREET UPPER 2ND FLOOR APT 2 DUBLIN 1 DB,,99,DORSET STREET UPPER,2ND FLOOR APARTMENT 2,,,,DUBLIN 1,DUBLIN,,SAME_SA,,,,,268081015,,,
566508.0,10001440843.0,41 GEORGES PLACE DORSET STREET UPPER DUBLIN 1 ,41 GEORGES PLACE,DORSET STREET UPPER,,,,7.0,,41 GEORGES PLACE S FIRST FLOOR DUBLIN 1 DB,,41,GEORGES PLACE S,FIRST FLOOR ,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
574854.0,10000557868.0,BLOCK 7 15 CLARION QUAY NORTH WALL DUBLIN 1 ,BLOCK 7,15 CLARION QUAY,NORTH WALL,,,7.0,,15 CLARION QUAY BLOCK 7 NORTH WALL DUBLIN 1 DB,,15,CLARION QUAY,BLOCK 7,,NORTH WALL,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
599940.0,10000552800.0,61 DERRYNANE SQUARE LOWER DORSET STREET DUBLIN 1 ,61 DERRYNANE SQUARE,LOWER DORSET STREET,,,,7.0,,61 DERRYNANE SQUARE LOWER DORSET ST DUBLIN 1 DB,,61,DERRYNANE SQUARE LOWER DORSET STREET,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
605030.0,10305074124.0,APT 2 11 CHARLEVILLE MALL DUBLIN 1 ,APARTMENT 2 11 CHARLEVILLE MALL,,,,,7.0,,APT 2 11 CHARLEVILLE MALL DUBLIN 1 DB,APARTMENT 2,11,CHARLEVILLE MALL,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268009013,,,
605036.0,10305074131.0,APT 3 11 CHARLEVILLE MALL DUBLIN 1 ,APARTMENT 3 11 CHARLEVILLE MALL,,,,,7.0,,APT 3 11 CHARLEVILLE MALL DUBLIN 1 DB,APARTMENT 3,11,CHARLEVILLE MALL,,,,,DUBLIN 1,DUBLIN,,SAME_SA_NO_NUMs,,,,,268009013,,,
582143.0,10021308396.0,21 HUNTSTOWN GREEN CLONSILLA DUBLIN 15 ,21 HUNTSTOWN GREEN,CLONSILLA,,,,22.0,,KINGS INN STREET APT 34 DUBLIN 1 DB,,,KINGS INN STREET,APARTMENT 34,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
582194.0,10000552187.0,113 DERRYNANE SQUARE DORSET STREET DUBLIN 1 ,113 DERRYNANE SQUARE,DORSET STREET,,,,7.0,,113 DERRYNANE SQUARE LOWER DORSET ST DUBLIN 1 DB,,113,DERRYNANE SQUARE LOWER DORSET STREET,,,,,DUBLIN 1,DUBLIN,,,,,,,,,,
571156.0,10001362114.0,10 DOMINICK COURT UPPER DOMINICK ST DUBLIN 1 ,10 DOMINICK COURT,UPPER DOMINICK STREET,,,,7.0,,10 DOMINICK COURT UPPER DOMINICK ST DUBLIN 1 DB,,10,DOMINICK COURT,,,UPPER DOMINICK STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
598281.0,10001341546.0,23 THE COURT HENRIETTA PLACE BOLTON STREET DUBLIN 1 D1,23 THE COURT,HENRIETTA PLACE,BOLTON STREET,,,7.0,D1,47 50 BOLTON STREET 23 THE COURT DUBLIN 1 DB,,47 50,BOLTON STREET,23 THE COURT,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
600633.0,10001362342.0,4 TEMPLE COURT UPPER DOMINICK ST DUBLIN 1 ,4 TEMPLE COURT,UPPER DOMINICK STREET,,,,7.0,,4 TEMPLE COURT UPPER DOMINICK ST DUBLIN 1 DB,,4,TEMPLE COURT,,,UPPER DOMINICK STREET,,DUBLIN 1,DUBLIN,,,,,,,,,,
588350.0,10000553022.0,60 DERRYNANE SQUARE DORSET STREET DUBLIN 9 ,60 DERRYNANE SQUARE,DORSET STREET,,,,16.0,,60 DERRYNANE SQUARE LOWER DORSET ST DUBLIN 1 DB,,60,DERRYNANE SQUARE LOWER DORSET STREET,,,,,DUBLIN 1,DUBLIN,,MANY RESULTS,,,,,,,,
588647.0,10018137966.0,6 CHAPTER HOUSE MILLENNIUM TOWER 26 UPPER ABBEY STREET DUBLIN 1 ,6 CHAPTER HOUSE,MILLENNIUM TOWER,26 UPPER ABBEY STREET,,,7.0,,APT 6 26 ABBEY STREET UPPER THE TOWER APTS MILLENNIUM WALKWAY DUBLIN 1 DB,APARTMENT 6,26,ABBEY STREET UPPER,THE TOWER APARTMENTS,MILLENNIUM WALKWAY,,,DUBLIN 1,DUBLIN,,,,,,,,,,
588648.0,10018137974.0,7 CHAPTER HOUSE MILLENNIUM TOWER 26 UPPER ABBEY STREET DUBLIN 1 ,7 CHAPTER HOUSE,MILLENNIUM TOWER,26 UPPER ABBEY STREET,,,7.0,,APT 7 26 ABBEY STREET UPPER THE TOWER APTS MILLENNIUM WALKWAY DUBLIN 1 DB,APARTMENT 7,26,ABBEY STREET UPPER,THE TOWER APARTMENTS,MILLENNIUM WALKWAY,,,DUBLIN 1,DUBLIN,,,,,,,,,,
